,x_coor,y_coor,frame
3201,385,140,467
3202,533,150,467
3203,687,100,467
3204,671,227,468
3205,670,213,468
3206,388,187,468
3207,534,142,468
3208,687,101,468
3209,720,248,469
3210,670,228,469
3211,670,213,469
3212,726,196,469
3213,387,187,469
3214,535,149,469
3215,539,144,469
3216,534,142,469
3217,716,112,469
3218,693,110,469
3219,687,103,469
3220,720,249,470
3221,670,228,470
3222,670,213,470
3223,386,187,470
3224,536,148,470
3225,540,144,470
3226,538,142,470
3227,716,111,470
3228,671,228,471
3229,671,214,471
3230,387,187,471
3231,602,117,471
3232,689,106,471
3233,616,22,471
3234,720,251,472
3235,670,214,472
3236,387,187,472
3237,385,141,472
3238,539,147,472
3239,617,22,472
3240,670,229,473
3241,670,214,473
3242,387,187,473
3243,541,146,473
3244,705,114,473
3245,688,109,473
3246,619,22,473
3247,495,349,474
3248,369,265,474
3249,670,229,474
3250,670,214,474
3251,387,187,474
3252,717,111,474
3253,621,22,474
3254,670,215,475
3255,387,187,475
3256,385,142,475
3257,717,110,475
3258,78,216,476
3259,671,215,476
3260,387,187,476
3261,385,142,476
3262,542,144,476
3263,547,139,476
3264,670,230,477
3265,387,187,477
3266,544,136,477
3267,670,230,478
3268,387,187,478
3269,549,137,478
3270,718,112,478
3271,648,284,479
3272,670,230,479
3273,79,217,479
3274,387,187,479
3275,385,143,479
3276,550,138,479
3277,499,350,480
3278,648,284,480
3279,670,230,480
3280,387,187,480
3281,385,143,480
3282,692,121,480
3283,701,88,480
3284,648,284,481
3285,670,230,481
3286,387,187,481
3287,385,144,481
3288,549,141,481
3289,552,135,481
3290,692,122,481
3291,699,85,481
3292,670,230,482
3293,387,187,482
3294,385,143,482
3295,553,135,482
3296,551,133,482
3297,693,124,482
3298,718,112,482
3299,698,82,482
3300,670,230,483
3301,387,187,483
3302,552,139,483
3303,554,138,483
3304,693,126,483
3305,696,79,483
3306,649,286,484
3307,670,230,484
3308,80,218,484
3309,387,187,484
3310,385,144,484
3311,552,137,484
3312,694,127,484
3313,649,286,485
3314,670,230,485
3315,80,217,485
3316,387,187,485
3317,698,147,485
3318,385,144,485
3319,693,73,485
3320,724,301,486
3321,649,285,486
3322,670,230,486
3323,671,215,486
3324,387,187,486
3325,385,145,486
3326,695,130,486
3327,557,136,486
3328,691,70,486
3329,649,285,487
3330,80,218,487
3331,671,215,487
3332,387,187,487
3333,397,181,487
3334,385,145,487
3335,695,131,487
3336,554,137,487
3337,690,68,487
3338,362,0,487
3339,649,285,488
3340,670,229,488
3341,80,219,488
3342,388,187,488
3343,385,145,488
3344,554,136,488
3345,362,0,488
3346,649,285,489
3347,520,249,489
3348,671,229,489
3349,671,214,489
3350,388,187,489
3351,385,145,489
3352,697,133,489
3353,556,136,489
3354,687,62,489
3355,663,35,489
3356,649,285,490
3357,670,214,490
3358,388,187,490
3359,558,135,490
3360,560,131,490
3361,686,59,490
3362,664,35,490
3363,653,35,490
3364,649,285,491
3365,670,228,491
3366,671,213,491
3367,389,187,491
3368,395,186,491
3369,561,129,491
3370,684,56,491
3371,363,0,491
3372,670,228,492
3373,670,213,492
3374,389,187,492
3375,396,174,492
3376,385,146,492
3377,557,134,492
3378,562,128,492
3379,703,114,492
3380,683,54,492
3381,650,19,492
3382,363,0,492
3383,670,213,493
3384,396,186,493
3385,697,160,493
3386,385,146,493
3387,700,136,493
3388,562,132,493
3389,703,116,493
3390,681,51,493
3391,668,34,493
3392,650,20,493
3393,363,0,493
3394,646,278,494
3395,373,269,494
3396,670,227,494
3397,671,212,494
3398,396,186,494
3399,388,186,494
3400,697,160,494
3401,700,137,494
3402,560,133,494
3403,562,132,494
3404,563,127,494
3405,680,48,494
3406,651,18,494
3407,364,0,494
3408,646,278,495
3409,670,227,495
3410,81,219,495
3411,670,212,495
3412,397,186,495
3413,397,174,495
3414,700,138,495
3415,563,132,495
3416,563,126,495
3417,707,98,495
3418,679,46,495
3419,653,18,495
3420,364,0,495
3421,648,284,496
3422,645,277,496
3423,397,186,496
3424,389,186,496
3425,396,173,496
3426,697,164,496
3427,700,139,496
3428,560,133,496
3429,561,132,496
3430,670,33,496
3431,365,0,496
3432,648,283,497
3433,670,226,497
3434,81,219,497
3435,671,211,497
3436,397,186,497
3437,389,186,497
3438,396,173,497
3439,697,162,497
3440,707,116,497
3441,676,41,497
3442,654,19,497
3443,366,0,497
3444,648,284,498
3445,645,276,498
3446,81,219,498
3447,670,211,498
3448,396,173,498
3449,697,163,498
3450,562,132,498
3451,564,131,498
3452,562,125,498
3453,655,18,498
3454,366,0,498
3455,645,276,499
3456,81,219,499
3457,671,211,499
3458,390,186,499
3459,397,173,499
3460,697,164,499
3461,561,132,499
3462,558,127,499
3463,559,126,499
3464,656,33,499
3465,656,18,499
3466,366,0,499
